6	Tónlist	1	2	Hvaða hljómsveit söng um Hólmfríði Júlíusdóttir	Ný Dönsk	Hvaða hljómsveit söng um Hólmfríði Júlíusdóttir
6	Tónlist	2	2	Hvaða hljómsveit gerði lagið "Sirkús Geira Smart"	Spilverk þjóðanna	Hvaða hljómsveit gerði lagið " Sirkús Geira Smart "
6	Tónlist	2		Hvað hljómsveit gerði lagið "Bíllinn minn og ég"	Skriðjöklar	Hvað hljómsveit gerði lagið " Bíllinn minn og ég "
6	Tónlist	1	3	Hvaða hljómsveit gerði lagið "Starálfur"	Sigur rós	Hvaða hljómsveit gerði lagið " Starálfur "
6	Tónlist	3		Hvaða hljómsveit gerði diskinn "Geogaddi"	Boards of Canada	Hvaða hljómsveit gerði diskinn " Geogaddi "
6	Tónlist	2		Hvað heitir eini tvöfaldi diskurinn sem Smashing Pumpkins gerði	Mellon Collie and the Infinite Sadness	Hvað heitir eini tvöfaldi diskurinn sem Smashing Pumpkins gerði
6	Tónlist	2		Hvaða breiðskífu gaf Alice in Chains út árið 1992	Dirt	Hvaða breiðskífu gaf Alice in Chains út árið  nítján hundruð níutíu og tvö
6	Tónlist	3		Hvaða hljómsveit gerði lagið "Shady Lane"	Pavement	Hvaða hljómsveit gerði lagið " Shady Lane "
6	Tónlist	2		Hverjir kváðu "I am smelling like the rose that somebody gave me because I'm dead and bloated"	Stone Temple Pilots	Hverjir kváðu " I am smelling like the rose that somebody gave me because I'm dead and bloated "
6	Tónlist	3		Hvaða tónlistarmaður gerði diskinn "American III: Solitary Man"	Johnny Cash	Hvaða tónlistarmaður gerði diskinn " American þriðji :
6	Tónlist	3		Hvaða breiðskífu gaf Goldfrapp út árið 2000	Felt Mountain	Hvaða breiðskífu gaf Goldfrapp út árið  tvö þúsund
6	Tónlist	2		Hvaða hljómsveit gerði lagið "Auður Sif"	Ham	Hvaða hljómsveit gerði lagið " Auður Sif "
6	Tónlist	1	2	Hvaða hljómsveit gaf út diskinn "The Invisible Band"	Travis	Hvaða hljómsveit gaf út diskinn " The Invisible Band "
6	Tónlist	1		Hvaða hljómsveit gerði lagið "Space Dementia"	Muse	Hvaða hljómsveit gerði lagið " Space Dementia "
6	Tónlist	1		Hvaða tónlistarmaður gerði lagið "Where the Wild Roses Grow"	Nick Cave	Hvaða tónlistarmaður gerði lagið " Where the Wild Roses Grow "
6	Tónlist	3		Hver gerði diskinn "Black Cherry"	Goldfrapp	Hver gerði diskinn " Black Cherry "
6	Tónlist	3		Hver gerði diskinn "A Strangely Isolated Place"	Ulrich Schnauss	Hver gerði diskinn " A Strangely Isolated Place "
6	Tónlist	3		Hver gerði tónlistina í frönsku myndinni "Amelie"	Yann Tiersen	Hver gerði tónlistina í frönsku myndinni " Amelie "
6	Tónlist	2		Á hvaða plötu hljómsveitarinnar "Weezer" er lagið "Hash Pipe"	Green Album	Á hvaða plötu hljómsveitarinnar " Weezer " er lagið " Hash Pipe "
6	Tónlist	1		Hverjir gerður lagið "My name is Jonas"	Weezer	Hverjir gerður lagið " My name is Jonas "
6	Tónlist	3		Hvaða norski tónlistar maður gerði lagið "Antennaria"	Biosphere	Hvaða norski tónlistar maður gerði lagið " Antennaria "
6	Tónlist	2		Hvaða hljómsveit gerði lagið "Jerry was a Race Car Driver"	Primus	Hvaða hljómsveit gerði lagið " Jerry was a Race Car Driver "
6	Tónlist	2	2	Hvaða hljómsveit gerði lagið "Soldier of Fortune"	Deep Purple	Hvaða hljómsveit gerði lagið " Soldier of Fortune "
6	Tónlist	2		Hvaða hljómsveit gerði lagið "Wynona's Big Brown Beaver"	Primus	Hvaða hljómsveit gerði lagið " Wynona's Big Brown Beaver "
6	Tónlist	1		Hverjir gerðu hið vinsæla lag "Freestyler"	Bomfunk MC's	Hverjir gerðu hið vinsæla lag " Freestyler "
6	Tónlist	1	2	Úr hvaða teiknimynd er lagið "A Whole New World"	Aladdin	Úr hvaða teiknimynd er lagið " A Whole New World "
6	Tónlist	3		Hver gerði rap lagið "Nefisa"	Earthling	Hver gerði rap lagið " Nefisa "
6	Tónlist	2		Hvaða hljómsveit flutti "Never Let me Down Again" á plötunni "Tribute to Depeche Mode"	Smashing Pumpkins	Hvaða hljómsveit flutti " Never Let me Down Again " á plötunni " Tribute to Depeche Mode "
6	Tónlist	3		Hverjir gerðu lagið "I Would Walk 500 Miles"	The Proclaimers	Hverjir gerðu lagið " I Would Walk  fimm hundruð Miles "
6	Tónlist	2		Hvaða hljómsveit gerði lagið "Yes Sir I Can Boogie"	Baccara	Hvaða hljómsveit gerði lagið " Yes Sir I Can Boogie "
6	Tónlist	3		Hvaða hljómsveit gerði lagið "Kiss Me"	Sixpence None The Richer	Hvaða hljómsveit gerði lagið " Kiss Me "
6	Tónlist	2		Hvaða hljómsveit gerði lagið "Blister in the Sun"	Violent Femmes	Hvaða hljómsveit gerði lagið " Blister in the Sun "
6	Tónlist	3		Hver flutti fyrst lagið "Wear your love like heaven"	Donovan	Hver flutti fyrst lagið " Wear your love like heaven "
6	Tónlist	2		Hverjir fluttu lagið "The Chauffer" á "The Duran Duran Tribute Album"	Deftones	Hverjir fluttu lagið " The Chauffer " á " The Duran Duran Tribute Album "
6	Tónlist	3		Hverjir gerðu lagið "Under the Milky Way Tonight"	The Church	Hverjir gerðu lagið " Under the Milky Way Tonight "
6	Tónlist	3		Hver gerði flest lögin á Donnie Darko soundtrack	Michael Andrews	Hver gerði flest lögin á Donnie Darko soundtrack
6	Tónlist	3		Hverjir gerðu lagið "Far-Out Son of Lung and the Ramblings of a Madman"	Future Sound of London	Hverjir gerðu lagið "Far-Out Son of Lung and the Ramblings of a Madman "
6	Tónlist	3		Á hvaða disk FSOL er lagið "Her Face Forms In Summertime" að finna	Dead Cities	Á hvaða disk F S O L er lagið " Her Face Forms In Summertime " að finna
6	Tónlist	3		Hvaða hljómsveit gerði lagið "Turquoise Hexagon Sun"	Boards of Canada	Hvaða hljómsveit gerði lagið " Turquoise Hexagon Sun "
6	Tónlist	3		Hvaða hljómsveit gaf út diskinn "De-tuned"	Purple Penguin	Hvaða hljómsveit gaf út diskinn "De-tuned"
6	Tónlist	2		Hver gerði lagið "Let's Push Things Forward"	The Streets	Hver gerði lagið " Let's Push Things Forward "
6	Tónlist	3		Á hvaða plötu hljómsveitarinnar My Bloody Valentine kemur lagið "Loomer" fyrir	Loveless	Á hvaða plötu hljómsveitarinnar My Bloody Valentine kemur lagið " Loomer " fyrir
6	Tónlist	2		Á hvaða plötu tónlistarkonunar Enya kemur er lagið "Storms In Africa"	Watermark	Á hvaða plötu tónlistarkonunar Enya kemur er lagið " Storms In Africa "
6	Tónlist	3		Hver gerði lagið "Lothlorien" sem er að finna á Lord of the Ring soundtrack	Enya	Hver gerði lagið " Lothlorien " sem er að finna á Lord of the Ring soundtrack
6	Tónlist	3		Hver flutti lagið "Je T'aime, Moi Non Plus"	Serge Gainsbourg	Hver flutti lagið " Je T'aime , Moi Non Plus "
6	Tónlist	2		Hverjir kváðu "I am a rock, I am an island"	Simon and Garfunkel	Hverjir kváðu " I am a rock , I am an island "
6	Tónlist	3	2	Hvaða hljómsveit gerði lagið "Golden Brown"	The Stranglers	Hvaða hljómsveit gerði lagið " Golden Brown "
6	Tónlist	2		Hver gerði lagið "It's still rock and roll to me"	Billy Joel	Hver gerði lagið " It's still rock and roll to me "
6	Tónlist	2		Á hvaða disk Bjarkar er lagið "Human Behaviour"	Debut	Á hvaða disk Bjarkar er lagið " Human Behaviour "
6	Tónlist	2		Hvað heitir diskurinn sem Air gaf út snemma á árinu 2004	Talkie Walkie	Hvað heitir diskurinn sem Air gaf út snemma á árinu  tvö þúsund og fjögur
6	Tónlist	3		Hvaða hljómsveit gerði lagið "Alone In Kyoto"	Air	Hvaða hljómsveit gerði lagið " Alone In Kyoto "
6	Tónlist	2		Hvaða hljómsveit kvað "Mr Sandman bring me a dream"	Chordettes	Hvaða hljómsveit kvað " Mr Sandman bring me a dream "
6	Tónlist	3		Á hvaða disk er lag Smashing Pumpkins "Today"	Siamese Dream	Á hvaða disk er lag Smashing Pumpkins " Today "
6	Tónlist	2		Hvaða hljómsveit er Nick Cave oft með	The Bad Seeds	Hvaða hljómsveit er Nick Cave oft með
6	Tónlist	3	2	Á hvaða disk Nick Cave & The Bad Seeds er lagið "There Is A Kingdom"	The Boatman's Call	Á hvaða disk Nick Cave og The Bad Seeds er lagið " There Is A Kingdom "
6	Tónlist	3		Hvaða hljómsveit gaf út plötuna "Millions Now Living Will Never Die"	Tortoise	Hvaða hljómsveit gaf út plötuna " Millions Now Living Will Never Die "
6	Tónlist	3		Hvaða tónlistarmaður gerði lagið "Squealer"	Red	Hvaða tónlistarmaður gerði lagið " Squealer "
6	Tónlist	1	3	Hvaða hljómsveit gerði lagið "Around The World"	Red Hot Chili Peppers	Hvaða hljómsveit gerði lagið " Around The World "
6	Tónlist	2		Á hvaða disk Red Hot Chili Peppers er lagið "Around The World"	Californication	Á hvaða disk Red Hot Chili Peppers er lagið " Around The World "
6	Tónlist	2		Hvaða hljómsveit gerði lagið "The Zephyr Song"	Red Hot Chili Peppers	Hvaða hljómsveit gerði lagið " The Zephyr Song "
6	Tónlist	3		Hverjir gáfu út diskinn "Liberation"	Les Rythmes Digitales	Hverjir gáfu út diskinn " Liberation "
6	Tónlist	3		Á hvaða disk Les Rythmes Digitales er lagið "Kontakte"	Liberation	Á hvaða disk Les Rythmes Digitales er lagið " Kontakte "
6	Tónlist	2		Hverjir fluttu lagið "Heart Attack Man"	Beastie Boys	Hverjir fluttu lagið " Heart Attack Man "
6	Tónlist	3		Hvaða breiðskífu gaf hljómsveitin Boards of Canada út árið 1998	Music has the right to children	Hvaða breiðskífu gaf hljómsveitin Boards of Canada út árið  nítján hundruð níutíu og átta
6	Tónlist	3		Hvaða tónlistarmaður gerði diskinn "L'Apocalypse des Animaux"	Vangelis	Hvaða tónlistarmaður gerði diskinn " L'Apocalypse desember Animaux "
6	Tónlist	2		Hvaða myndband Prodigy var bannað á MTV	Smack my bitch up	Hvaða myndband Prodigy var bannað á M T V
6	Tónlist	3		Hvaða lag var Evanescence með í myndinni Dare Devil	Bring me to life	Hvaða lag var Evanescence með í myndinni Dare Devil
6	Tónlist	1	3	Hvaða leikari söng lagið "Ode To My Car"	Adam Sandler	Hvaða leikari söng lagið " Ode To My Car "
6	Tónlist	3		Hver samdi lagið "Icct Hedral"	Philip Glass	Hver samdi lagið " Icct Hedral "
6	Tónlist	3		Hvaða gamla hljómsveit fór fyrst með lagið "Video Killed The Radio Star"	Buggles	Hvaða gamla hljómsveit fór fyrst með lagið " Video Killed The Radio Star "
6	Tónlist	2		Hvaða hljómsveit gerði lagið "Everybody Dance Now" frægt	C&C Music Factory	Hvaða hljómsveit gerði lagið " Everybody Dance Now " frægt
6	Tónlist	3		Hverjir gerðu lagið "Puff The Magic Dragon"	Peter Paul and Mary	Hverjir gerðu lagið " Puff The Magic Dragon "
6	Tónlist	3		Í hvaða mynd eftir Stanley Kubrick er lagið "Overture To The Sun"	Clockwork Orange	Í hvaða mynd eftir Stanley Kubrick er lagið " Overture To The Sun "
6	Tónlist	2		Hver lék á gítar í laginu "One Man Army" eftir Prodigy	Tom Morello	Hver lék á gítar í laginu " One Man Army " eftir Prodigy
6	Tónlist	3		Hvað hét fyrsta lag Prodigy	What Evil Lurks	Hvað hét fyrsta lag Prodigy
6	Tónlist	3		Hvaða lag ásamt "What Evil Lurks" var á fyrstu smáskífu Prodigy	We Gonna Rock	Hvaða lag ásamt " What Evil Lurks " var á fyrstu smáskífu Prodigy
6	Tónlist	2	2	Hvað hét fyrsta breiðskífa Prodigy	Experience	Hvað hét fyrsta breiðskífa Prodigy
6	Tónlist	2		Á hvaða plötu var lagið "No Good (Start The Dance)"	Music For The Jilted Generation	Á hvaða plötu var lagið " No Good ( Start The Dance ) "
6	Tónlist	3		Hvað hét smáskífu remixið af "Poison" eftir Prodigy	Rat Poison	Hvað hét smáskífu remixið af " Poison " eftir Prodigy
6	Tónlist	2		Í hvaða hljómsveit var Rob Zombie áður en hann fór út í sóló feril	White Zombie	Í hvaða hljómsveit var Rob Zombie áður en hann fór út í sóló feril
6	Tónlist	2		Hver syngur með Rob Zombie í laginu "Iron Head"	Ozzy Osbourne	Hver syngur með Rob Zombie í laginu " Iron Head "
6	Tónlist	3		Í hvaða lagi eftir sjálfan sig notar Snow sama text og í "Lonely Monday Mornings"	Informer	Í hvaða lagi eftir sjálfan sig notar Snow sama text og í " Lonely Monday Mornings "
6	Tónlist	2		Hvað hét hljómborðsleikarinn í Prodigy	Liam Howlett	Hvað hét hljómborðsleikarinn í Prodigy
6	Tónlist	3		Hvað var eina konan í Prodigy kölluð	Sharky	Hvað var eina konan í Prodigy kölluð
6	Tónlist	3		Hvaða hljómsveit flutti upprunalega lagið "It's my life" sem No Doubt tók	Talk Talk	Hvaða hljómsveit flutti upprunalega lagið " It's my life " sem No Doubt tók
6	Tónlist	2		Hvaða hljómsveit gerði lagið "Zombie" vinsælt á 10. áratug síðustu aldar	The Cranberries	Hvaða hljómsveit gerði lagið " Zombie " vinsælt á  tíunda áratug síðustu aldar
6	Tónlist	1	3	Hver kvað að stórir strákar fengu raflost	Bubbi Morthens	Hver kvað að stórir strákar fengu raflost
6	Tónlist	2	2	Hvaða hljómsveit innihélt gítarleikarana Eric Clapton, Jeff Beck og Jimmy Page	The Yardbirds	Hvaða hljómsveit innihélt gítarleikarana Eric Clapton , Jeff Beck og Jimmy Page
6	Tónlist	2	2	Hvaða hljómsveit gerði lagið "Enjoy the Silence"	Depeche Mode	Hvaða hljómsveit gerði lagið " Enjoy the Silence "
6	Tónlist	3		Hvaða norska hljómsveit gerði lagið "Sorgens Kammer"	Dimmu borgir	Hvaða norska hljómsveit gerði lagið " Sorgens Kammer "
6	Tónlist	2		Frá hvaða landi er hljómsveitin "Dimmu borgir"	Noregi	Frá hvaða landi er hljómsveitin " Dimmu borgir "
6	Tónlist	3	2	Frá hvaða landi er hinn stórgóði tónlistarmaður David Hasselhoff	Bandaríkjunum	Frá hvaða landi er hinn stórgóði tónlistarmaður David Hasselhoff
6	Tónlist	2		Hvaða hljómsveit gerði lagið "Arpeggiator"	Ensími	Hvaða hljómsveit gerði lagið " Arpeggiator "
6	Tónlist	3		Hvaða breiðskífu gáfu Ensími út árið 1998	Kafbátamúsík	Hvaða breiðskífu gáfu Ensími út árið  nítján hundruð níutíu og átta
6	Tónlist	3		Hverjir kváðu "Whenever I want you all I have to do is dream"	Everly Brothers	Hverjir kváðu " Whenever I want you all I have to do is dream "
6	Tónlist	3	2	Hvaða hljómsveit á lagið "Psycho Killer"	Talking Heads	Hvaða hljómsveit á lagið " Psycho Killer "
6	Tónlist	1	3	Hver syngur með XXX Rottweiler lagið "Hí á þig"	Ómar Ragnarsson	Hver syngur með X X X Rottweiler lagið " Hí á þig "
6	Tónlist	2		Hvaða hljómsveit gaf út plötuna "Lög ungafólksins"	Hrekkjusvín	Hvaða hljómsveit gaf út plötuna " Lög ungafólksins "
6	Tónlist	3		Hverjir kváðu "Þegar ég er orðinn stór þá ætla ég ekki að gera neitt"	Hrekkjusvín	Hverjir kváðu " Þegar ég er orðinn stór þá ætla ég ekki að gera neitt "
6	Tónlist	1		Hvaða hljómsveit gerði lagið "Das Model"	Kraftwerk	Hvaða hljómsveit gerði lagið " Das Model "
6	Tónlist	3		Hver kvað "Where do you go to my lovely when you are alone in your bed"	Peter Sarstedt	Hver kvað " Where do you go to my lovely when you are alone in your bed "
6	Tónlist	2		Á hvaða plötu R.E.M er lagið "Man on the moon"	Automatic For The People	Á hvaða plötu R punktur E punktur M er lagið " Man on the moon "
6	Tónlist	3		Um hvern er lagið "Man on the moon" eftir R.E.M	Andy Kaufman	Um hvern er lagið " Man on the moon " eftir R punktur E punktur M
6	Tónlist	3		Ásamt hverjum gerði Sigur Rós lagið "Dánarfregnir og jarðarfarir"	Hilmari Erni Hilmarssyni	Ásamt hverjum gerði Sigur Rós lagið " Dánarfregnir og jarðarfarir "
6	Tónlist	2	2	Með hvaða hljómsveit gerði Hilmar Örn Hilmarsson tónlistana í myndinni Englar Alheimsins	Sigur rós	Með hvaða hljómsveit gerði Hilmar Örn Hilmarsson tónlistana í myndinni Englar Alheimsins
6	Tónlist	1		Hver rappar í laginu "Gin and Juice"	Snoop Doggy Dogg	Hver rappar í laginu " Gin and Juice "
6	Tónlist	3		Hvaða hljómsveit gerði lagið "Pictures of Matchstick Men"	Status Quo	Hvaða hljómsveit gerði lagið " Pictures of Matchstick Men "
6	Tónlist	3		Hver söng með bítlunum í laginu "Get Back" árið 1969	Billy Preston	Hver söng með bítlunum í laginu " Get Back " árið  nítján hundruð sextíu og níu
6	Tónlist	3		Í hvaða lagi kemur textinn "Here's a little song I wrote, you might want to sing it note for note" fyrir	Don't worry be happy	Í hvaða lagi kemur textinn " Here's a little song I wrote , you might want to sing it note for note " fyrir
6	Tónlist	3		Hvað hét fyrsta hljómsveit Frank Zappa	The Ramblers	Hvað hét fyrsta hljómsveit Frank Zappa
6	Tónlist	3		Hver er höfund lagsins "White Christmas"	Irving Berlin	Hver er höfund lagsins " White Christmas "
6	Tónlist	3		Hver ásamt The Pet Shop Boys sömdu lagið "Always on my Mind"	Willie Nelson	Hver ásamt The Pet Shop Boys sömdu lagið " Always on my Mind "
6	Tónlist	2	2	Hvaða hljómsveit er oftast talað um sem fyrstu Heavy Metal hljómsveitina	Black Sabbath	Hvaða hljómsveit er oftast talað um sem fyrstu Heavy Metal hljómsveitina
6	Tónlist	3	2	Í hvaða borg í Bretlandi byrjaði Black Sabbath ferilinn	Birmingham	Í hvaða borg í Bretlandi byrjaði Black Sabbath ferilinn
6	Tónlist	2		Hver var fyrsta metal hljómsveitin til þess að spila aftan járntjaldið	Iron Maiden	Hver var fyrsta metal hljómsveitin til þess að spila aftan járntjaldið
6	Tónlist	3		Hvað hvaða hljómsveit byrjaði Cliff Burton	Trauma	Hvað hvaða hljómsveit byrjaði Cliff Burton
6	Tónlist	2		Hvaða Metal hljómsveit átti sýna fyrstu breiðskífu sem hét "Show No Mercy"	Slayer	Hvaða Metal hljómsveit átti sýna fyrstu breiðskífu sem hét " Show No Mercy "
6	Tónlist	3		Hvaða hljómsveit er oft talað um sem fyrstu Black Metal hljómsveit	Venom	Hvaða hljómsveit er oft talað um sem fyrstu Black Metal hljómsveit
6	Tónlist	2		Hvaða metal band átti slagara eins og "Plummeled", "Inside Out" og "Pain Inside"	Ton of Bricks	Hvaða metal band átti slagara eins og " Plummeled " , " Inside Out " og " Pain Inside "
6	Tónlist	3		Á hvaða breiðskífa Exodus er að finna lagið "The Toxic Waltz"	Fabulous Disaster	Á hvaða breiðskífa Exodus er að finna lagið " The Toxic Waltz "
6	Tónlist	3		Hvaða Metal hljómsveit gaf út breiðskífuna "Frolic Through the Park"	Death Angel	Hvaða Metal hljómsveit gaf út breiðskífuna " Frolic Through the Park "
6	Tónlist	1	3	Hver var fyrsti single af "svarta" albúmi Metallica	Enter Sandman	Hver var fyrsti single af " svarta " albúmi Metallica
6	Tónlist	2		Í hvaða Metal hljómsveit voru bræðurnar Max og Igor Cavalera í	Sepultura	Í hvaða Metal hljómsveit voru bræðurnar Max og Igor Cavalera í
6	Tónlist	1	2	Hver var meðlimur í hljómsveitunum Flotsem & Jetsom, Metallica og Voivod	Jason Newsted	Hver var meðlimur í hljómsveitunum Flotsem og Jetsom , Metallica og Voivod
6	Tónlist	2	2	Hvaða hljómsveit gaf út breiðskífuna "Pretty Hate Machine"	Nine Inch Nails	Hvaða hljómsveit gaf út breiðskífuna " Pretty Hate Machine "
6	Tónlist	2	2	Hvaða hljómsveit gaf út breiðskífuna "Souls Of Black"	Testament	Hvaða hljómsveit gaf út breiðskífuna " Souls Of Black "
6	Tónlist	2	2	Hvaða hljómsveit gaf út breiðskífuna "Around the Fur"	Deftones	Hvaða hljómsveit gaf út breiðskífuna " Around the Fur "
6	Tónlist	2		Hvaða hljómsveit gaf út breiðskífuna "Evil Empire"	Rage Against The Machine	Hvaða hljómsveit gaf út breiðskífuna " Evil Empire "
6	Tónlist	2		Hvaða hljómsveit gerði slagarann "Madalaine"	Winger	Hvaða hljómsveit gerði slagarann " Madalaine "
6	Tónlist	2		Hvaða hljómsveit gaf út breiðskífurnar "Invasion of your Privacy" og "Out of the Cellar"	Ratt	Hvaða hljómsveit gaf út breiðskífurnar " Invasion of your Privacy " og " Out of the Cellar "
6	Tónlist	2		Hvaða tónlistarmaður skýrði son sinn Wolfgang	Eddie Van Halen	Hvaða tónlistarmaður skýrði son sinn Wolfgang
6	Tónlist	1	2	Hvaða hljómsveit missti gítarleikarinn sinn í eldsvoða árið 2003	Great White	Hvaða hljómsveit missti gítarleikarinn sinn í eldsvoða árið  tvö þúsund og þrjú
6	Tónlist	3		Hvaða Metal hljómsveit gerði lagið "Breaking the Chains"	Dokken	Hvaða Metal hljómsveit gerði lagið " Breaking the Chains "
6	Tónlist	2		Breiðskífa Ozzy Osbourne "Tribute" var tileinkað hvaða gítarleikara	Randy Rhoads	Breiðskífa Ozzy Osbourne " Tribute " var tileinkað hvaða gítarleikara
6	Tónlist	2	2	Hvaða hljómsveit gerði lögin "Way Cool Junior" og "Round and Round"	Ratt	Hvaða hljómsveit gerði lögin " Way Cool Junior " og " Round and Round "
6	Tónlist	1	2	Hvaða hljómsveit átti sinn stærsta smell sem bar heitið "The Final Countdown"	Europe	Hvaða hljómsveit átti sinn stærsta smell sem bar heitið " The Final Countdown "
6	Tónlist	1	2	Hvaða hljómsveit gerði lagið "One Step Closer"	Linkin Park	Hvaða hljómsveit gerði lagið " One Step Closer "
6	Tónlist	2		Hvaða hljómsveit gerði lagið "Original Prankster"	The Offspring	Hvaða hljómsveit gerði lagið " Original Prankster "
6	Tónlist	2		Hvaða hljómsveit gerði lagið "Rollin"	Limp Bizkit	Hvaða hljómsveit gerði lagið " Rollin "
6	Tónlist	2		Hver söng á breiðskífunni "Ixnay on the Hombre" með "The Offspring"	Dextar Holland	Hver söng á breiðskífunni " Ixnay on the Hombre " með " The Offspring "
